lei,legal_name,review_priority_score,review_reason,review_status,entity_type,review_note,coverage_gap_priority_score,reason_flags,uie_country,uie_source,evidence_tier,uie_confidence,predicted_parent_country,prediction_probability,confidence_gap,top3_countries,top3_probabilities,direct_parent_name,direct_parent_country,ultimate_parent_name,ultimate_parent_country,ctos_registered_malaysia,ctos_name,ctos_match_score,ctos_match_method,override_reason,source_url,source_note,city,size_proxy,has_parent_link,has_ultimate_link,foreign_parent,is_non_consolidating,has_exception_filed,has_inferred_parent,in_address_cluster
2549006HJP5KAXMG4A23,TradePlus S&P New China Tracker,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7155,SG,0.7155,0.4989,SG;US;EUROPE,0.7155;0.2165;0.0349,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
9845001C5EC7A5441F87,WAW CAPITAL LTD.,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7067,US,0.7067,0.5032,US;GB;DE,0.7067;0.2035;0.0814,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,1,1,0,1
254900318M4FG27S7T83,ZURICH LIFE INSURANCE MALAYSIA BERHAD,0.5891,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.40907310484346526,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9495,SG,0.9495,0.9193,SG;DE;US,0.9495;0.0302;0.0156,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,1
2549001Q3BP4BW4LE619,MEX I CAPITAL BERHAD,0.5857,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.4056526386126058,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9946,SG,0.9946,0.9898,SG;GB;OFFSHORE,0.9946;0.0048;0.0002,,,,,0.0,,,,,,,Kuala Lumpur,3.778162177036952,0,0,0,1,1,0,0
2549006PS629HE0QJ651,TAN CHONG MOTOR HOLDINGS BERHAD,0.5857,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.4056526386126058,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.5202,EUROPE,0.5202,0.1177,EUROPE;SG;US,0.5202;0.4025;0.067,,,,,0.0,,,,,,,Kuala Lumpur,3.778162177036952,0,0,0,1,1,0,0
254900LUVOQ1P0MWRW18,TRIPLC BERHAD,0.5857,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.4056526386126058,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9967,OFFSHORE,0.9967,0.9949,OFFSHORE;DE;US,0.9967;0.0018;0.0012,,,,,0.0,,,,,,,SHAH ALAM,3.778162177036952,0,0,0,1,1,0,0
549300FYDN5UD7USZW18,CIMB GROUP HOLDINGS BERHAD,0.5757,verify_address_cluster_parent,todo,operating_or_holding_company,,0.45565263861260574,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,JE,phase2_address_cluster,D_address_cluster,0.6,DE,0.9884,0.9817,DE;OFFSHORE;US,0.9884;0.0067;0.002,,,,,0.0,,,,,,,KUALA LUMPUR,3.778162177036952,0,0,0,1,1,0,1
2549001C86ZTNUY8S136,MNRB HOLDINGS BERHAD,0.5757,verify_address_cluster_parent,todo,operating_or_holding_company,,0.45565263861260574,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,MY,phase2_address_cluster,D_address_cluster,0.6,DE,0.519,0.0577,DE;GB;US,0.519;0.4613;0.0136,,,,,0.0,,,,,,,KUALA LUMPUR,3.778162177036952,0,0,0,1,1,0,1
549300ZHRPSV7QIUJT80,RHB BANK BERHAD,0.5757,verify_address_cluster_parent,todo,financial_institution,,0.45565263861260574,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,MY,phase2_address_cluster,D_address_cluster,0.6,DE,0.8131,0.6347,DE;MIDEAST_AFRICA;GB,0.8131;0.1784;0.0055,,,,,0.0,,,,,,,KUALA LUMPUR,3.778162177036952,0,0,0,1,1,0,1
2549007UPT17BM3VDE26,RUSD INVESTMENT BANK INC.,0.5757,verify_address_cluster_parent,todo,financial_institution,,0.45565263861260574,shared_address_cluster;non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,MY,phase2_address_cluster,D_address_cluster,0.6,DE,0.8842,0.814,DE;US;SG,0.8842;0.0702;0.0194,,,,,0.0,,,,,,,Labuan,3.778162177036952,0,0,0,1,1,0,1
2549002RX9QANY14OL51,AFFIN BANK BERHAD,0.573,verify_address_cluster_parent,todo,financial_institution,,0.4329608327064983,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,MY,phase2_address_cluster,D_address_cluster,0.6,ASIA_OTHER,0.7911,0.7332,ASIA_OTHER;SG;US,0.7911;0.0579;0.0523,,,,,1.0,AFFIN BANK BERHAD,100.0,exact,,,,KUALA LUMPUR,6.158638869402331,0,0,0,0,1,0,1
254900OK0NQ7DQUQ6P38,MAC WORLD HOLDINGS LIMITED,0.563,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3829608327064983,missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6499,US,0.6499,0.5273,US;GB;DE,0.6499;0.1227;0.0906,,,,,0.0,,,,,,,Labuan,6.158638869402331,0,0,0,0,1,0,0
5493001V2HD1PZU5QH52,ABB MALAYSIA SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9926,SG,0.9926,0.988,SG;DE;GB,0.9926;0.0045;0.0016,,,,,1.0,ABB MALAYSIA SDN. BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
213800NL25T5A9HFTD21,ABRDN MALAYSIA SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8785,US,0.8785,0.762,US;DE;SG,0.8785;0.1166;0.0031,,,,,1.0,ABRDN MALAYSIA SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
984500D9111EFF66DI08,AGENSI PEKERJAAN MELORITA SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,EUROPE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.4834,EUROPE,0.4834,0.0766,EUROPE;GB;DE,0.4834;0.4068;0.0554,,,,,1.0,AGENSI PEKERJAAN MELORITA SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
549300E6FQ4TLWHME718,AIA BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,OFFSHORE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9874,OFFSHORE,0.9874,0.9784,OFFSHORE;GB;SG,0.9874;0.009;0.0031,,,,,1.0,AIA BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,0,0,1
2549002CIJT589AU2Q93,AIA GENERAL BERHAD,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,GB,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.951,GB,0.951,0.9238,GB;DE;SG,0.951;0.0272;0.0117,,,,,1.0,AIA GENERAL  BERHAD,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
2549009NYQFMF52TM274,AIA HEALTH SERVICES SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6797,US,0.6797,0.4052,US;EUROPE;DE,0.6797;0.2745;0.0177,,,,,1.0,AIA HEALTH SERVICES SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
254900ZJAPW03APJLK09,AIA PENSION AND ASSET MANAGEMENT SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9848,US,0.9848,0.9782,US;DE;ASIA_OTHER,0.9848;0.0066;0.0027,,,,,1.0,AIA PENSION AND ASSET MANAGEMENT SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,1
254900SZP668HL6WKW65,AIA PUBLIC TAKAFUL BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.2788,DE,0.2788,0.0128,DE;GB;US,0.2788;0.266;0.2447,,,,,1.0,AIA PUBLIC TAKAFUL BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,1,0,1
25490039W9NLTSQ3H640,AIIMAN ASSET MANAGEMENT SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.875,US,0.875,0.7792,US;SG;EUROPE,0.875;0.0958;0.0222,,,,,1.0,AIIMAN ASSET MANAGEMENT SDN. BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,0,0,1
875500NDG3RT283I8531,AINASAR HOLDINGS SDN BHD,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,DE,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.8191,DE,0.8191,0.6618,DE;US;GB,0.8191;0.1573;0.0125,,,,,1.0,AINASAR HOLDINGS SDN. BHD.,100.0,exact,,,,SHAH ALAM,1.3976854846715725,0,0,0,1,1,0,0
984500K6E4939C65FB63,AIRBUS HELICOPTERS MALAYSIA SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.7166,US,0.7166,0.5689,US;DE;ASIA_OTHER,0.7166;0.1476;0.1341,,,,,1.0,AIRBUS HELICOPTERS MALAYSIA SDN. BHD.,100.0,exact,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,1,1,0,0
25490032QNJY11T1GF45,AIRTRUNK MALAYSIA ONE INTERMEDIATE SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.6978,US,0.6978,0.5224,US;SG;ASIA_OTHER,0.6978;0.1754;0.1258,,,,,1.0,AIRTRUNK MALAYSIA ONE INTERMEDIATE SDN. BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,1,1,0,0
254900W4QYOAWWJSQQ11,AKKA SDN. BHD.,0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9981,SG,0.9981,0.9975,SG;US;GB,0.9981;0.0006;0.0006,,,,,1.0,AKKA SDN. BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900XWRJPEJTT4B388,AL RAJHI BANKING & INVESTMENT CORPORATION (MALAYSIA) BHD.,0.5591,validate_model_only_investor_economy,todo,financial_institution,,0.3590731048434652,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,SG,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.9367,SG,0.9367,0.8857,SG;DE;US,0.9367;0.051;0.0092,,,,,1.0,AL RAJHI BANKING & INVESTMENT CORPORATION (MALAYSIA) BHD.,100.0,exact,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,1,0,1
254900XR71RTUQJWDE29,Adventist Hospital & Clinic Services (M),0.5591,validate_model_only_investor_economy,todo,operating_or_holding_company,,0.3590731048434652,non_consolidating_entity;missing_direct_parent;missing_ultimate_parent,US,phase3_jurisdiction_model,E_model_predicted_jurisdiction,0.793,US,0.793,0.6817,US;SG;EUROPE,0.793;0.1113;0.0657,,,,,1.0,ADVENTIST HOSPITAL & CLINIC SERVICES (M),100.0,exact,,,,Georgetown,1.3976854846715725,0,0,0,1,1,0,0
25490099DKY6ZZ1CEX82,AIRTRUNK MALAYSIA TWO SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
2549005VFLQUW66CJN66,ATLANTIC BLUE SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
254900K92K67T1RZ0N09,AZMAN HASHIM CAPITAL SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,0,0,0,0
984500ZS05NA2DDC4967,CAMERON COMMODITIES SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,SHAH ALAM,1.3976854846715725,0,0,0,0,0,0,0
254900ZJKJ9FFO367K29,CFM Argos Pte. Ltd.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,0,0,0
254900IOZXA8PM31EW94,FAMPRO TISSUE MALAYSIA SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
9845006799BD8C05T186,GOLDHILL AWESOME SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,MELAKA,1.3976854846715725,0,0,0,0,0,0,0
254900B9J92SNBA0F113,JIANG XIA PLANTATIONS SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,0,0,0
254900ARWL6ARMMNWC46,JIANGXIA ENTERPRISES SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,0,0,0
254900TJ2RP7IYVYEX13,LBN FinCo I Limited,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Federal Territory of Labuan,1.3976854846715725,0,0,0,0,0,0,0
254900ZM8XU38GED4L88,MYFP SERVICES SDN BHD,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,PUCHONG,1.3976854846715725,0,0,0,0,0,0,0
254900OXA1QQLTW68560,Malaysia Airlines Berhad,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,0,0,0
2549003LRSBLO6052578,Mekar Capital I Ltd.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,0,0,0
254900B9J5FI139C0942,Mekar Capital II Ltd.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,0,0,0
984500BDD6D0988B1B77,NACM OHQ SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
254900MJU8PC4OQEVE19,NORIPHARMA SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KLANG,1.3976854846715725,0,0,0,0,0,0,0
98450064AFE3D61E1394,PENGERANG BIOREFINERY SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,JALAN AMPANG,1.3976854846715725,0,0,0,0,0,0,0
9845007B4N0543DCQB71,PPS CAPITAL Ltd.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Federal Territory of Labuan,1.3976854846715725,0,0,0,0,0,0,0
984500D6FB4F091B1D06,PROVIDENT FIDUCIARIES BERHAD,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
984500FCEC1512E5N691,RENT & RIDE LUXURY EMPIRE,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Petaling Jaya,1.3976854846715725,0,0,0,0,0,0,0
2549004PSLMREKN58L14,SAMSUNG MALAYSIA ELECTRONICS (SME) SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,PETALING JAYA,1.3976854846715725,0,0,0,0,0,0,0
254900GXKS4HX9H05631,SOLARVEST HOLDINGS BERHAD,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
5299005SCD5ZIME65422,Siemens Malaysia Sdn. Bhd.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Kuala Lumpur,1.3976854846715725,0,0,0,0,0,0,0
9845009C7B565451BC32,TERAHOP SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
9845000A7183E8668958,TGT Bank Limited,0.5591,find_parent_or_investor_economy,todo,financial_institution,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,Labuan,1.3976854846715725,0,0,0,0,0,0,0
254900TYVAV7GHKKDT33,THE DSS TRUST,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,SUBANG JAYA,1.3976854846715725,0,0,0,0,0,0,0
254900J8JG5UYTDQEJ91,WARKAH ADNAN SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
254900427DJB6V6NQR43,WENGSON HOLDINGS SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,JOHOR,1.3976854846715725,0,0,0,0,0,0,0
9845000C656F107C9707,WG DATA HUB SDN. BHD.,0.5591,find_parent_or_investor_economy,todo,operating_or_holding_company,,0.30907310484346523,missing_direct_parent;missing_ultimate_parent,,unassigned,U_unassigned,0.0,,,,,,,,,,0.0,,,,,,,KUALA LUMPUR,1.3976854846715725,0,0,0,0,0,0,0
2549005HQ8XULVIR2Y86,Sunway Education Group Sdn. Bhd.,0.553,verify_address_cluster_parent,todo,operating_or_holding_company,,0.4329608327064983,shared_address_cluster;missing_direct_parent;missing_ultimate_parent,MY,phase2_address_cluster,D_address_cluster,0.6,DE,0.6678,0.51,DE;GB;US,0.6678;0.1578;0.1325,,,,,0.0,,,,,,,Subang Jaya,6.158638869402331,0,0,0,0,1,0,1
2138005WBTDA5ZJY2U73,KHAZANAH NASIONAL BERHAD,0.55,known_uie_but_high_coverage_gap,verified,manual_verified_entity,,0.5499999999999999,large_network_presence;shared_address_cluster;missing_direct_parent;missing_ultimate_parent,MY,manual_verified,A_manual_verified_uie,0.98,AMERICAS_OTHER,0.9632,0.9429,AMERICAS_OTHER;ASIA_OTHER;GB,0.9632;0.0203;0.0069,,,,,0.0,,,,Malaysia sovereign wealth fund owned by Minister of Finance Incorporated,https://www.khazanah.com.my/who-we-are/about-us/,Khazanah official About Us page states it is Malaysia's sovereign wealth fund and owned by Minister of Finance Incorporated,KUALA LUMPUR,39.48531256251764,0,0,0,0,1,0,1
